no,nim,kdjur,nmjur,nem,sks,status,ipk,kdsla,nmsla
13061,2.09E+12,71,PENDIDIKAN DOKTER,52.4,145,1,3.64,31415002,"SMA Xaverius, Jambi"
13062,2.09E+12,71,PENDIDIKAN DOKTER,52.4,145,1,3.45,31840025,"SMA Tarakanita 3, Gading Serpong"
13063,3.57E+11,12,AKUNTANSI,52.4,145,1,3.66,31841002,"SMA Regina Pacis, Bogor"
13064,1.00E+12,34,TEKNOLOGI PANGAN,52.4,145,1,3.73,31844001,"SMA St. Maria 1, Cirebon"
13065,2.44E+12,83,SISTEM KOMPUTER,52.4,145,1,3.67,33320066,"UPH College, Karawaci"
13066,1.47E+13,501,ILMU KEPERAWATAN,52.5,145,1,3.55,27310008,SMAN Siwalima Ambon
13067,3.28E+11,11,MANAJEMEN,52.5,145,1,2.86,410003,"PKBM Negeri 16 (Paket C), Cempaka Putih"
13068,1.79E+12,61,SENI MUSIK,52.5,145,1,3.41,620029,"SMA Mahatma Gading, Jak-Ut"
13069,6.21E+11,21,TEKNIK SIPIL,52.55,145,1,3.02,31840006,"SMAK Penabur Gading Serpong, Tangerang"
13070,1.47E+13,501,ILMU KEPERAWATAN,52.55,145,1,3.49,31876005,"SMAN 1, Manado"
13071,1.00E+12,34,TEKNOLOGI PANGAN,52.6,145,1,3.44,31412002,"SMA Sutomo 1, Medan"
13072,3.57E+11,12,AKUNTANSI,52.6,145,1,3.73,31743819,"SMA Ipeka Puri, Kembangan Selatan"
13073,3.57E+11,12,AKUNTANSI,52.6,145,1,3.68,520010,"SMA Kristen Tiara Kasih, Cengkareng"
13074,2.44E+12,83,SISTEM KOMPUTER,52.65,145,1,3.63,31753886,"SMA Gandhi School, Pangandaran Ancol"
13075,3.57E+11,12,AKUNTANSI,52.7,145,1,3.41,31418001,"SMA Xaverius, Tanjung Karang"
13076,1.47E+13,501,ILMU KEPERAWATAN,52.7,145,1,3.51,53920001,"SMK Kristen 1, Tomohon"
13077,3.28E+11,11,MANAJEMEN,52.75,145,1,3.67,31743819,"SMA Ipeka Puri, Kembangan Selatan"
13078,3.28E+11,11,MANAJEMEN,52.75,145,1,3.12,33310008,"SMAN 8, Perumnas, Tangerang"
13079,1.47E+13,501,ILMU KEPERAWATAN,52.8,145,1,3.59,12820020,"SMA St. Thomas 3, Medan"
13080,3.28E+11,11,MANAJEMEN,52.8,145,1,3.63,31744233,"SMAK 1 BPK Penabur, Tanjung Duren"
13081,1.79E+12,61,SENI MUSIK,52.8,145,1,3.29,31871005,"SMA Katolik St. Yoseph, Bali"
13082,3.28E+11,11,MANAJEMEN,52.85,145,1,3.45,33530001,SMA LUAR NEGERI
13083,1.47E+13,501,ILMU KEPERAWATAN,52.9,145,1,3.35,27310008,SMAN Siwalima Ambon
13084,3.57E+11,12,AKUNTANSI,52.9,145,1,3.66,31872003,"SMA St. Petrus, Pontianak"
13085,3.57E+11,12,AKUNTANSI,52.9,145,1,3.43,31876005,"SMAN 1, Manado"
13086,3.57E+11,12,AKUNTANSI,52.9,145,1,3.77,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
13087,3.57E+11,12,AKUNTANSI,52.9,145,1,3.67,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13088,1.00E+12,34,TEKNOLOGI PANGAN,53,145,1,3.49,31416009,"SMA Kusuma Bangsa, Palembang"
13089,2.09E+12,71,PENDIDIKAN DOKTER,53,145,1,3.5,31734384,"SMA St. Ursula 1, Pasar Baru"
13090,3.57E+11,12,AKUNTANSI,53,145,1,3.55,31862001,"SMA Kolose St. Yusuf, Malang"
13091,3.57E+11,12,AKUNTANSI,53.1,145,1,3.72,31734384,"SMA St. Ursula 1, Pasar Baru"
13092,1.00E+12,34,TEKNOLOGI PANGAN,53.1,145,1,3.78,33320036,"SMA Atisa Dipamkara, Karawaci"
13093,3.57E+11,12,AKUNTANSI,53.2,145,1,3.72,31734384,"SMA St. Ursula 1, Pasar Baru"
13094,1.47E+13,501,ILMU KEPERAWATAN,53.2,145,1,3.62,31840009,"SMAN 1, Tangerang"
13095,1.50E+12,51,ILMU HUKUM,53.2,145,1,3.45,520034,"PKBM Dhammasavana, Jakarta Barat"
13096,1.47E+13,501,ILMU KEPERAWATAN,53.25,145,1,3.59,31876004,"SMAN 9, Manado"
13097,2.44E+12,83,SISTEM KOMPUTER,53.3,145,1,2.78,31876002,"SMA Don Bosco, Manado"
13098,9.73E+11,33,TEKNIK INDUSTRI,53.35,145,1,3.64,31744193,"SMA Regina Pacis, Palmerah"
13099,1.47E+13,501,ILMU KEPERAWATAN,53.4,145,1,3.53,13620004,"SMA Swasta Pemda 1, Nias"
13100,2.38E+12,81,SISTEM INFORMASI,53.45,145,1,3.83,620005,"SMA Ipeka Sunter, Jakarta Utara"
13101,1.50E+12,51,ILMU HUKUM,53.5,145,1,2.73,420017,"PKBM Ristek Nusantara, Cempaka Putih"
13102,1.47E+13,501,ILMU KEPERAWATAN,53.55,145,1,3.65,13610006,"SMAN 1, Gunung Sitoli, Nias"
13103,9.73E+11,33,TEKNIK INDUSTRI,53.7,145,1,3.34,31416009,"SMA Kusuma Bangsa, Palembang"
13104,3.57E+11,12,AKUNTANSI,53.7,145,1,3.86,31853006,"SMA Karang Turi, Semarang"
13105,1.79E+12,61,SENI MUSIK,53.75,145,1,3.73,24420001,"SMA Kristen Barana, Ujung Pandang"
13106,3.28E+11,11,MANAJEMEN,53.8,145,1,3.85,31840006,"SMAK Penabur Gading Serpong, Tangerang"
13107,1.00E+12,34,TEKNOLOGI PANGAN,53.8,145,1,3.89,31841002,"SMA Regina Pacis, Bogor"
13108,3.57E+11,12,AKUNTANSI,53.8,145,1,3.9,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13109,1.00E+12,34,TEKNOLOGI PANGAN,53.9,145,1,3.42,12820001,"SMA Methodist 2, Medan"
13110,3.28E+11,11,MANAJEMEN,53.9,145,1,3.31,31413001,"SMA St. Maria, Riau"
13111,3.55E+12,121,PSIKOLOGI,53.9,145,1,3.22,620007,"SMA Gandhi International School, Ancol"
13112,1.47E+13,501,ILMU KEPERAWATAN,53.95,145,1,3.62,33310005,"SMAN 4, Tangerang"
13113,3.57E+11,12,AKUNTANSI,54,145,1,3.17,420017,"PKBM Ristek Nusantara, Cempaka Putih"
13114,3.57E+11,12,AKUNTANSI,54,145,1,3.9,620012,"SMA St. Peter, Kelapa Gading"
13115,3.57E+11,12,AKUNTANSI,54.1,145,1,3.86,31734256,"SMAK 3 BPK Penabur, Gunung Sahari"
13116,1.00E+12,34,TEKNOLOGI PANGAN,54.15,145,1,3.8,31743855,"SMA Ketapang 2, Kedoya Utara"
13117,3.57E+11,12,AKUNTANSI,54.2,145,1,3.05,31416009,"SMA Kusuma Bangsa, Palembang"
13118,3.57E+11,12,AKUNTANSI,54.2,145,1,3.21,33530001,SMA LUAR NEGERI
13119,3.57E+11,12,AKUNTANSI,54.3,145,1,3.85,31418001,"SMA Xaverius, Tanjung Karang"
13120,3.57E+11,12,AKUNTANSI,54.4,145,1,3.67,13120001,"SMA Sultan Agung, Pematang Siantar - Medan"
13121,1.00E+12,34,TEKNOLOGI PANGAN,54.55,145,1,3.75,31724416,"SMA Don Bosco 2, Pulo Mas"
13122,3.28E+11,11,MANAJEMEN,54.6,145,1,2.81,27910001,"SMAN 7, Denpasar"
13123,3.28E+11,11,MANAJEMEN,54.6,145,1,3.75,27910002,"SMAN 4, Denpasar"
13124,9.73E+11,33,TEKNIK INDUSTRI,54.6,145,1,3.82,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
13125,1.47E+13,501,ILMU KEPERAWATAN,54.7,145,1,3.6,27310008,SMAN Siwalima Ambon
13126,2.09E+12,71,PENDIDIKAN DOKTER,54.7,145,1,3.36,31416001,"SMA Xaverius 1, Palembang"
13127,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,54.7,145,1,2.94,520034,"PKBM Dhammasavana, Jakarta Barat"
13128,3.28E+11,11,MANAJEMEN,54.8,145,1,3.75,31413001,"SMA St. Maria, Riau"
13129,2.38E+12,81,SISTEM INFORMASI,55.15,145,1,3.05,6210001,"SMAN 1, Kudus"
13130,2.38E+12,81,SISTEM INFORMASI,55.15,145,1,2.93,6220001,"SMA Keluarga, Kudus"
13131,2.09E+12,71,PENDIDIKAN DOKTER,55.25,145,1,3.26,12820001,"SMA Methodist 2, Medan"
13132,9.73E+11,33,TEKNIK INDUSTRI,55.3,145,1,3.37,31872005,"SMA Gembala Baik, Pontianak"
13133,1.47E+13,501,ILMU KEPERAWATAN,55.5,145,1,3.3,27310008,SMAN Siwalima Ambon
13134,2.09E+12,71,PENDIDIKAN DOKTER,55.6,145,1,3.54,31871002,"SMAN 1, Bali"
13135,2.09E+12,71,PENDIDIKAN DOKTER,55.9,145,1,3.73,31413001,"SMA St. Maria, Riau"
13136,1.00E+12,34,TEKNOLOGI PANGAN,56.05,145,1,3.82,31743858,"SMAK 4 BPK Penabur, Kedoya"
13137,1.50E+12,51,ILMU HUKUM,56.6,145,1,3.5,31871002,"SMAN 1, Bali"
13138,1.47E+13,501,ILMU KEPERAWATAN,56.65,145,1,3.59,31418006,"SMA Immanuel, Lampung"
13139,3.55E+12,121,PSIKOLOGI,57,145,1,3.78,12820001,"SMA Methodist 2, Medan"
13140,3.28E+11,11,MANAJEMEN,57,145,1,2.79,620034,"SMA Ebenezer Christian Academy, Kelapa Gading"
13192,1.27E+12,43,HUBUNGAN INTERNASIONAL,32,146,1,3.36,33320053,SMK Santa Laurensia
13193,1.21E+12,41,ILMU KOMUNIKASI,32.7,146,1,3.45,33320053,SMK Santa Laurensia
13194,1.21E+12,41,ILMU KOMUNIKASI,32.8,146,1,3.18,33320053,SMK Santa Laurensia
13195,1.21E+12,41,ILMU KOMUNIKASI,33.2,146,1,3.43,31736128,"SMK St. Maria, Juanda"
13196,1.21E+12,41,ILMU KOMUNIKASI,33.4,146,1,3.26,33320053,SMK Santa Laurensia
13197,3.28E+11,11,MANAJEMEN,33.45,146,1,2.54,33320019,"SMA Global Jaya, Tangerang"
13198,9.73E+11,33,TEKNIK INDUSTRI,34.35,146,1,3.33,620016,"SMU Tunas Gading, jakarta utara"
13199,1.50E+12,51,ILMU HUKUM,34.5,146,1,2.84,31714325,"SMA Tarakanita 1, Kebayoran Baru"
13200,1.47E+13,501,ILMU KEPERAWATAN,34.55,146,1,2.62,20310003,"SMAN 4, Palangka Raya, Kal-Teng"
13201,7.09E+11,24,DESAIN INTERIOR,36.1,146,1,3.21,31854004,"SMA Tarakanita, Magelang"
13202,3.55E+12,121,PSIKOLOGI,36.1,146,1,2.75,3920005,"SMA KRISTEN TRI TUNGGAL, SEMARANG"
13203,3.57E+11,12,AKUNTANSI,36.7,146,1,3.52,31736128,"SMK St. Maria, Juanda"
13204,9.73E+11,33,TEKNIK INDUSTRI,36.7,146,1,2.77,31841004,"SMA Pelita Harapan, Sentul"
13205,3.28E+11,11,MANAJEMEN,37.6,146,1,2.79,31714655,"SMA Don Bosco Seruni, Pondok Indah"
13206,1.27E+12,43,HUBUNGAN INTERNASIONAL,37.65,146,1,3.41,31714035,"SMA Asisi, Menteng Dalam"
13207,9.43E+11,32,TEKNIK ELEKTRO,38,146,1,2.85,31840022,"SMA Pembangunan Jaya, Tangerang"
13208,1.27E+12,43,HUBUNGAN INTERNASIONAL,38.1,146,1,2.62,31743834,"SMA Vianney , Rawa Buaya"
13209,1.27E+12,43,HUBUNGAN INTERNASIONAL,38.2,146,1,3.08,30610002,"SMAN 5, Jayapura"
13210,6.21E+11,21,TEKNIK SIPIL,38.5,146,1,2.87,33320066,"UPH College, Karawaci"
13211,6.50E+11,22,ARSITEKTUR,39.05,146,1,2.72,31743838,"SMA St. Kristoforus, Jelambar"
13212,7.09E+11,24,DESAIN INTERIOR,39.15,146,1,2.8,31713902,"SMA Tirta Marta, Pondok Indah"
13213,9.73E+11,33,TEKNIK INDUSTRI,39.25,146,1,2.54,31710022,"SMAN 3, Setiabudi"
13214,1.21E+12,41,ILMU KOMUNIKASI,39.35,146,1,2.99,33320019,"SMA Global Jaya, Tangerang"
13215,1.79E+12,61,SENI MUSIK,39.4,146,1,2.87,420006,"SMA PSKD Mandiri, Jakarta Pusat"
13216,3.28E+11,11,MANAJEMEN,39.6,146,1,3.06,520020,"IPEKA Internasional, Christian School"
13217,3.55E+12,121,PSIKOLOGI,39.65,146,1,2.77,420003,"SMA Pembangunan 2, Jakarta Pusat"
13218,1.79E+12,61,SENI MUSIK,39.8,146,1,3.03,31743824,"SMA Katolik Notre Dame, Kembangan"
13219,3.28E+11,11,MANAJEMEN,39.8,146,1,2.84,31840024,"SMA Stella Maris, BSD Serpong"
13220,3.57E+11,12,AKUNTANSI,39.85,146,1,3.62,31840008,"SMA Dian Harapan, Tangerang"
13221,2.38E+12,81,SISTEM INFORMASI,39.85,146,1,2.72,620004,"SMA Tunas Bangsa, Sunter"
13222,1.21E+12,41,ILMU KOMUNIKASI,39.9,146,1,3.31,31743824,"SMA Katolik Notre Dame, Kembangan"
13223,2.38E+12,81,SISTEM INFORMASI,39.9,146,1,2.97,31840008,"SMA Dian Harapan, Tangerang"
13224,1.00E+12,34,TEKNOLOGI PANGAN,40.1,146,1,3.58,31743826,"SMA Galatia 3, Pegadungan"
13225,1.21E+12,41,ILMU KOMUNIKASI,40.1,146,1,2.81,320011,"SMA Sevilla School, Pulomas"
13226,3.55E+12,121,PSIKOLOGI,40.15,146,1,3.19,31714631,"SMA Gonzaga, Pasar Minggu"
13227,9.73E+11,33,TEKNIK INDUSTRI,40.15,146,1,2.96,31743855,"SMA Ketapang 2, Kedoya Utara"
13228,3.28E+11,11,MANAJEMEN,40.45,146,1,3.18,31840006,"SMAK Penabur Gading Serpong, Tangerang"
13229,6.50E+11,22,ARSITEKTUR,40.45,146,1,2.98,31840008,"SMA Dian Harapan, Tangerang"
13230,1.79E+12,61,SENI MUSIK,40.5,146,1,2.85,31714656,"SMA Bhakti Mulya, Lebak Bulus"
13231,7.09E+11,24,DESAIN INTERIOR,40.55,146,1,2.76,31840002,"SMA Ora Et Labora, BSD Serpong"
13232,3.28E+11,11,MANAJEMEN,40.65,146,1,2.76,31714646,"SMA Islam Al-Azhar Kemang, Kemang"
13233,9.73E+11,33,TEKNIK INDUSTRI,40.75,146,1,2.78,31753828,"SMA Pusaka Abadi, Pejagalan"
13234,3.57E+11,12,AKUNTANSI,40.8,146,1,3.31,31840002,"SMA Ora Et Labora, BSD Serpong"
13235,3.28E+11,11,MANAJEMEN,41,146,1,2.96,24420003,"SMA Dian Harapan, Makasar"
13236,3.28E+11,11,MANAJEMEN,41.2,146,1,3.05,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
13237,1.21E+12,41,ILMU KOMUNIKASI,41.25,146,1,3.43,31743819,"SMA Ipeka Puri, Kembangan Selatan"
13238,3.57E+11,12,AKUNTANSI,41.4,146,1,2.68,31744974,"SMA Bina Bangsa, Jakarta Barat"
13239,1.50E+12,51,ILMU HUKUM,41.4,146,1,2.8,31753886,"SMA Gandhi School, Pangandaran Ancol"
13240,3.55E+12,121,PSIKOLOGI,41.5,146,1,3.26,16220005,"SMA Mondial, Batam"
13241,3.55E+12,121,PSIKOLOGI,41.65,146,1,2.97,31713902,"SMA Tirta Marta, Pondok Indah"
13242,7.09E+11,24,DESAIN INTERIOR,41.7,146,1,3.22,33320057,"SMA Bina Nusantara, Serpong"
13243,3.28E+11,11,MANAJEMEN,41.85,146,1,2.97,520010,"SMA Kristen Tiara Kasih, Cengkareng"
13244,1.27E+12,43,HUBUNGAN INTERNASIONAL,41.9,146,1,3.06,31714035,"SMA Asisi, Menteng Dalam"
13245,1.27E+12,43,HUBUNGAN INTERNASIONAL,41.9,146,1,2.85,31743836,"SMA Dharma Jaya, Jelambar"
13246,1.27E+12,43,HUBUNGAN INTERNASIONAL,41.95,146,1,3.18,31710231,SMAN Atlit Ragunan
13247,1.21E+12,41,ILMU KOMUNIKASI,42,146,1,3.01,31710246,"SMAN 47, Tanah Kusir"
13248,1.27E+12,43,HUBUNGAN INTERNASIONAL,42,146,1,2.78,520012,"SMA Dian Kasih, Jakarta Barat"
13249,2.38E+12,81,SISTEM INFORMASI,42,146,1,3.24,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13250,2.44E+12,83,SISTEM KOMPUTER,42.1,146,1,3.15,33320066,"UPH College, Karawaci"
13251,7.09E+11,24,DESAIN INTERIOR,42.15,146,1,3.21,31753837,"SMA Dharma Suci, Pejagalan"
13252,1.27E+12,43,HUBUNGAN INTERNASIONAL,42.2,146,1,2.8,31734353,"SMA PSKD 1, Diponegoro"
13253,3.57E+11,12,AKUNTANSI,42.2,146,1,3.29,31753886,"SMA Gandhi School, Pangandaran Ancol"
13254,1.50E+12,51,ILMU HUKUM,42.25,146,1,2.68,31740133,"SMAN 65, Kebon Jeruk"
13255,3.28E+11,11,MANAJEMEN,42.3,146,1,2.79,31753832,"SMA Methodist, Pejagalan"
13256,1.21E+12,41,ILMU KOMUNIKASI,42.3,146,1,3.24,33320027,"SMA Citra Kasih, Cimone, Tangerang"
13257,1.79E+12,61,SENI MUSIK,42.35,146,1,3.21,31724061,"SMA Fons Vitae 1, Matraman"
13258,7.09E+11,24,DESAIN INTERIOR,42.35,146,1,3.07,31840008,"SMA Dian Harapan, Tangerang"
13259,3.55E+12,121,PSIKOLOGI,42.4,146,1,3.27,520025,"SMA Bukit Sion, Jakarta Barat"
13260,1.27E+12,43,HUBUNGAN INTERNASIONAL,42.45,146,1,2.84,30610001,"SMAN 1, Sentani"
13261,3.57E+11,12,AKUNTANSI,42.6,146,1,3.07,31851007,"SMA Stella Duce 1, Yogyakarta"
13262,3.28E+11,11,MANAJEMEN,42.6,146,1,3.13,33320066,"UPH College, Karawaci"
13263,1.21E+12,41,ILMU KOMUNIKASI,42.6,146,1,3.06,520001,"SMA St. Kristoforus 2, Perum Taman Lestari"
13264,1.21E+12,41,ILMU KOMUNIKASI,42.7,146,1,3.54,33320057,"SMA Bina Nusantara, Serpong"
13265,7.38E+11,25,DESAIN PRODUK,42.7,146,1,2.91,520025,"SMA Bukit Sion, Jakarta Barat"
13266,3.28E+11,11,MANAJEMEN,42.75,146,1,2.9,520012,"SMA Dian Kasih, Jakarta Barat"
13267,1.00E+12,34,TEKNOLOGI PANGAN,43,146,1,3.05,31714325,"SMA Tarakanita 1, Kebayoran Baru"
13268,7.09E+11,24,DESAIN INTERIOR,43,146,1,3.51,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13269,1.47E+13,501,ILMU KEPERAWATAN,43.05,146,1,3.36,30810009,"SMAN 1, Mimika"
13270,3.28E+11,11,MANAJEMEN,43.05,146,1,2.98,31753888,"SMA Permai, Pluit"
13271,1.79E+12,61,SENI MUSIK,43.05,146,1,2.23,31841006,"SMA Kesatuan, Bogor"
13272,1.21E+12,41,ILMU KOMUNIKASI,43.1,146,1,3.23,1320014,"SMA Pax Patriae, Bekasi"
13273,1.21E+12,41,ILMU KOMUNIKASI,43.1,146,1,3.07,220002,"SMA Islam Al-Izhar, Pondok Labu"
13274,2.38E+12,81,SISTEM INFORMASI,43.1,146,1,3.14,7920001,"SMA Taruna Nusa Harapan, Mojokerto"
13275,1.21E+12,41,ILMU KOMUNIKASI,43.2,146,1,3.19,31415002,"SMA Xaverius, Jambi"
13276,3.28E+11,11,MANAJEMEN,43.2,146,1,2.68,31743819,"SMA Ipeka Puri, Kembangan Selatan"
13277,1.00E+12,34,TEKNOLOGI PANGAN,43.2,146,1,2.84,31841010,"SMA Madania, Bogor"
13278,1.50E+12,51,ILMU HUKUM,43.3,146,1,3.42,31415002,"SMA Xaverius, Jambi"
13279,6.50E+11,22,ARSITEKTUR,43.35,146,1,3.28,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13280,3.28E+11,11,MANAJEMEN,43.4,146,1,3.37,33320066,"UPH College, Karawaci"
13281,3.28E+11,11,MANAJEMEN,43.45,146,1,3.46,33320064,"PKBM Technosa, Serpong"
13282,3.28E+11,11,MANAJEMEN,43.5,146,1,2.94,31753886,"SMA Gandhi School, Pangandaran Ancol"
13283,3.28E+11,11,MANAJEMEN,43.5,146,1,2.87,31876005,"SMAN 1, Manado"
13284,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,43.55,146,1,2.92,31714655,"SMA Don Bosco Seruni, Pondok Indah"
13285,1.79E+12,61,SENI MUSIK,43.6,146,1,3.25,31743857,"SMA Katolik Abdi Siswa, Duri Kepa"
13286,3.57E+11,12,AKUNTANSI,43.6,146,1,3.23,31743861,"SMA Sang Timur, Kebon Jeruk"
13287,3.28E+11,11,MANAJEMEN,43.6,146,1,3.19,31844003,"SMAK 1 BPK Penabur, Cirebon"
13288,1.50E+12,51,ILMU HUKUM,43.7,146,1,3.58,33320066,"UPH College, Karawaci"
13289,1.79E+12,61,SENI MUSIK,43.74,146,1,3.28,120006,"SMA MAHATMA GADING, JAKARTA UTARA"
13290,1.21E+12,41,ILMU KOMUNIKASI,43.8,146,1,3.46,19520002,"SMA Immanuel, Pontianak"
13291,6.80E+11,23,DESAIN KOMUNIKASI VISUAL,43.8,146,1,3.18,33320027,"SMA Citra Kasih, Cimone, Tangerang"
13292,3.57E+11,12,AKUNTANSI,43.8,146,1,3.45,33320066,"UPH College, Karawaci"
13293,1.00E+12,34,TEKNOLOGI PANGAN,43.9,146,1,3.31,33320066,"UPH College, Karawaci"
13294,2.41E+12,82,TEKNIK INFORMATIKA,43.9,146,1,2.68,420014,SMA Mahatma Gandhi
13295,1.79E+12,61,SENI MUSIK,44,146,1,3.19,31733847,"SMAK 2 BPK Penabur, Pasar Baru"
13296,1.00E+12,34,TEKNOLOGI PANGAN,44,146,1,3,31753837,"SMA Dharma Suci, Pejagalan"
13297,3.28E+11,11,MANAJEMEN,44,146,1,2.91,33320057,"SMA Bina Nusantara, Serpong"
13298,3.57E+11,12,AKUNTANSI,44.05,146,1,3.1,31740005,"SMAN 85, Srengseng"
13299,3.28E+11,11,MANAJEMEN,44.1,146,1,3.34,31753838,"SMA Permata Indah, Pejagalan"
13300,1.21E+12,41,ILMU KOMUNIKASI,44.1,146,1,3.2,33320066,"UPH College, Karawaci"
13301,9.73E+11,33,TEKNIK INDUSTRI,44.1,146,1,3.09,720027,"SMA Cahaya Bangsa Classical School, Bandung"
13302,1.21E+12,41,ILMU KOMUNIKASI,44.2,146,1,3.01,31840001,"SMA Tarsisius Vireta, Tangerang"
13303,3.28E+11,11,MANAJEMEN,44.2,146,1,3.42,31840005,"SMA St. Laurensia , Tangerang"
13304,3.28E+11,11,MANAJEMEN,44.2,146,1,2.74,33320066,"UPH College, Karawaci"
13305,1.27E+12,43,HUBUNGAN INTERNASIONAL,44.25,146,1,3.58,31714631,"SMA Gonzaga, Pasar Minggu"
13306,3.28E+11,11,MANAJEMEN,44.3,146,1,2.66,220002,"SMA Islam Al-Izhar, Pondok Labu"
13307,1.21E+12,41,ILMU KOMUNIKASI,44.3,146,1,3.16,31743862,"SMA Pelita 2, Duri Kepa"
13308,1.21E+12,41,ILMU KOMUNIKASI,44.35,146,1,2.75,24420003,"SMA Dian Harapan, Makasar"
13309,9.73E+11,33,TEKNIK INDUSTRI,44.4,146,1,2.79,33320004,"SMA Harapan Bangsa, Tangerang"
13310,2.41E+12,82,TEKNIK INFORMATIKA,44.45,146,1,2.81,520012,"SMA Dian Kasih, Jakarta Barat"
13311,3.28E+11,11,MANAJEMEN,44.46,146,1,2.79,31753831,"SMA Cahaya Kudus, Pluit"
13312,3.57E+11,12,AKUNTANSI,44.5,146,1,3.16,31714631,"SMA Gonzaga, Pasar Minggu"
13313,1.21E+12,41,ILMU KOMUNIKASI,44.5,146,1,3.16,31724416,"SMA Don Bosco 2, Pulo Mas"
13314,7.09E+11,24,DESAIN INTERIOR,44.55,146,1,3.27,31840005,"SMA St. Laurensia , Tangerang"
13315,9.43E+11,32,TEKNIK ELEKTRO,44.55,146,1,3.05,520017,"SMA Dian Harapan, Daan Mogot, Jakarta Barat"
13316,9.73E+11,33,TEKNIK INDUSTRI,44.6,146,1,2.97,31724423,"SMAK 7 BPK Penabur, Cipinang"
13317,7.09E+11,24,DESAIN INTERIOR,44.6,146,1,2.42,31754091,"SMA Tarakanita 2, Pluit"
13318,3.28E+11,11,MANAJEMEN,44.6,146,1,2.86,31840001,"SMA Tarsisius Vireta, Tangerang"
13319,1.50E+12,51,ILMU HUKUM,44.65,146,1,3.68,31840005,"SMA St. Laurensia , Tangerang"
13320,1.50E+12,51,ILMU HUKUM,44.7,146,1,3.57,31840006,"SMAK Penabur Gading Serpong, Tangerang"
13321,3.55E+12,121,PSIKOLOGI,44.7,146,1,3.46,31840008,"SMA Dian Harapan, Tangerang"
13322,1.21E+12,41,ILMU KOMUNIKASI,44.75,146,1,2.7,1320013,"SMA Global Prestasi, Kalimalang, Bekasi"
13323,1.27E+12,43,HUBUNGAN INTERNASIONAL,44.8,146,1,3.42,31713902,"SMA Tirta Marta, Pondok Indah"
13324,3.28E+11,11,MANAJEMEN,44.8,146,1,2.99,31714325,"SMA Tarakanita 1, Kebayoran Baru"
13325,3.28E+11,11,MANAJEMEN,44.8,146,1,3.08,31840024,"SMA Stella Maris, BSD Serpong"
13326,1.50E+12,51,ILMU HUKUM,44.8,146,1,2.97,31840025,"SMA Tarakanita 3, Gading Serpong"
13327,3.57E+11,12,AKUNTANSI,44.9,146,1,2.8,31743855,"SMA Ketapang 2, Kedoya Utara"
13328,2.38E+12,81,SISTEM INFORMASI,44.95,146,1,3.57,31743832,"SMA Kalam Kudus 2, Duri Kosambi"
13329,1.00E+12,34,TEKNOLOGI PANGAN,45,146,1,2.94,24420003,"SMA Dian Harapan, Makasar"
13330,1.21E+12,41,ILMU KOMUNIKASI,45,146,1,3.37,31753888,"SMA Permai, Pluit"
13331,6.50E+11,22,ARSITEKTUR,45,146,1,2.76,31840008,"SMA Dian Harapan, Tangerang"
13332,3.57E+11,12,AKUNTANSI,45.05,146,1,2.92,30610002,"SMAN 5, Jayapura"
13333,1.21E+12,41,ILMU KOMUNIKASI,45.05,146,1,3.2,31720152,"SMAN 42, Halim Pk."
13334,1.00E+12,34,TEKNOLOGI PANGAN,45.1,146,1,3.43,1320029,"SMA Marsudirini, Bekasi"
13335,3.28E+11,11,MANAJEMEN,45.1,146,1,2.91,19820001,"SMA Amkur, Sambas"
13336,9.43E+11,32,TEKNIK ELEKTRO,45.1,146,1,2.72,31414001,"SMA St. Yoseph Antonius, Bangka"
13337,2.41E+12,82,TEKNIK INFORMATIKA,45.1,146,1,2.81,31743858,"SMAK 4 BPK Penabur, Kedoya"
13338,1.21E+12,41,ILMU KOMUNIKASI,45.1,146,1,3.04,31840010,"SMAN 2, Tangerang"
13339,3.28E+11,11,MANAJEMEN,45.1,146,1,2.94,31862001,"SMA Kolose St. Yusuf, Malang"
13340,1.21E+12,41,ILMU KOMUNIKASI,45.1,146,1,3.44,33320017,"SMA Tunas Bangsa, Tangerang"
13341,2.41E+12,82,TEKNIK INFORMATIKA,45.1,146,1,2.7,620020,"SMAK IPEKA, Pluit Jakarta Utara"
13342,1.50E+12,51,ILMU HUKUM,45.2,146,1,3.17,31753889,"SMA St. Yakobus, Pengangsaan"
13343,9.73E+11,33,TEKNIK INDUSTRI,45.2,146,1,2.85,31844001,"SMA St. Maria 1, Cirebon"
13344,1.27E+12,43,HUBUNGAN INTERNASIONAL,45.2,146,1,3.13,31853006,"SMA Karang Turi, Semarang"
13345,3.28E+11,11,MANAJEMEN,45.2,146,1,3.19,33320066,"UPH College, Karawaci"
